mat_type,mat_group,GWP Intensity - No Filter mean,GWP Intensity - No Filter - Education mean,GWP Intensity - No Filter - Healthcare mean,GWP Intensity - No Filter - Laboratory mean,GWP Intensity - No Filter - Office mean,GWP Intensity - No Filter - Other mean,GWP Intensity - No Filter - Public Assembly mean,GWP Intensity - No Filter - Public Order and Safety mean,GWP Intensity - No Filter - Residential: Multifamily (5 or more units) mean,GWP Intensity - No Filter - Warehouse and Storage mean,Material Intensity - No Filter mean,Material Intensity - No Filter - Education mean,Material Intensity - No Filter - Healthcare mean,Material Intensity - No Filter - Laboratory mean,Material Intensity - No Filter - Office mean,Material Intensity - No Filter - Other mean,Material Intensity - No Filter - Public Assembly mean,Material Intensity - No Filter - Public Order and Safety mean,Material Intensity - No Filter - Residential: Multifamily (5 or more units) mean,Material Intensity - No Filter - Warehouse and Storage mean,GWP Intensity - No Filter median,GWP Intensity - No Filter - Education median,GWP Intensity - No Filter - Healthcare median,GWP Intensity - No Filter - Laboratory median,GWP Intensity - No Filter - Office median,GWP Intensity - No Filter - Other median,GWP Intensity - No Filter - Public Assembly median,GWP Intensity - No Filter - Public Order and Safety median,GWP Intensity - No Filter - Residential: Multifamily (5 or more units) median,GWP Intensity - No Filter - Warehouse and Storage median,Material Intensity - No Filter median,Material Intensity - No Filter - Education median,Material Intensity - No Filter - Healthcare median,Material Intensity - No Filter - Laboratory median,Material Intensity - No Filter - Office median,Material Intensity - No Filter - Other median,Material Intensity - No Filter - Public Assembly median,Material Intensity - No Filter - Public Order and Safety median,Material Intensity - No Filter - Residential: Multifamily (5 or more units) median,Material Intensity - No Filter - Warehouse and Storage median
Fiberglass framed window,Windows and frames,3.018584256295976,4.256581121524023,,,,,3.0424196007852267,,1.578005480703096,,1.0336037686553414,1.13222324216347,,,,,1.4648603249933,,0.7924770314098468,,1.048282600674946,1.774751643000576,,,,,0.168755523065397,,0.7798113365886854,,0.3727147727605565,0.5439318962688845,,,,,0.0273281481074709,,0.402513189582149,
Flooring and tile - other,Flooring and tile,0.1119111129581563,0.3010173281998468,0.0726393602746307,0.6847051135366493,0.0484757778863659,0.0144658143895391,0.4887862941074163,2.3156406600874684,0.2069667023920361,0.07897133919785,0.0795483189304717,0.2850921914871001,0.0550463744212364,0.4259519311251667,0.0412169341219715,0.0044125675432054,0.6569287492816983,1.4956159413914956,0.2307880764780956,0.0736956208510714,0.0115047809789444,0.0480802641258134,0.0174801564814507,0.0005975213969615,0.0106895982509939,0.0164110995902276,0.2348418309478994,0.2953353313950653,0.0182202125062262,0.080331474625093,0.003549800277463,0.0354547574245997,0.0089428182784368,0.0006526600416046,0.0154759002626624,0.0021026750452235,0.0555732186428938,0.5092924361442486,0.0039239670713803,0.061186918544519
GFRC general,Concrete,0.4051779937310108,0.1852555362049859,0.0081885164286168,,0.4566904474818272,0.0053543294086732,0.0993807507565936,0.1288730717957017,1.2588413644817062,,1.718877667800622,0.7698137401932865,0.0318483094636199,,1.7465791746458836,0.0205432682793832,0.4267615660928706,0.5125560560995212,5.405903136884676,,0.1614838785524509,0.2263603722641209,0.0097591505325387,,0.2081719065141457,0.0066460596593229,0.1256924410075115,0.1142383916482641,0.9334546339905204,,0.7025316638412825,0.976995292092252,0.0388168600004931,,0.4902995565309482,0.021279847234314,0.6152063334860364,0.3882578703180036,4.123766546321669,
GFRC panel,Cladding,0.0844208712453861,0.2143624087112219,,,0.0022533016750935,,,,0.0905629095244245,,0.0931780730708581,0.1888374667843383,,,0.0028570899147406,,,,0.1261859718911652,,0.0725116118439763,0.2536090924690183,,,0.0015321741399451,,,,0.1467530623062156,,0.0748943462260069,0.0946265651349275,,,0.0025129002891811,,,,0.1223945855283189,
Glass mat gypsum board,Gypsum,2.5395572626324263,3.435811133597855,2.3392170596997484,1.6478024298820797,2.4047481125473342,3.047881237638816,3.1646750707450253,3.2762246337985763,1.65200258985428,0.7264671154449595,5.857391328596369,7.60445264507528,5.980543392706241,3.8783144408955663,5.579163607491955,8.004320612434094,6.80020542618104,7.333330064432544,3.74442275914234,1.890891302087801,2.130732117006707,2.807650544044768,1.4431064072527755,0.7982973808561423,1.8307865262753409,2.7667463066865503,3.1736283284191456,4.374194842546172,0.8529201869164609,0.0870347001825826,4.598726905015443,5.997121392614586,2.8868620398378213,1.5632100401041704,4.535481589826202,8.442478184117448,6.392619484537157,9.10635395744338,1.814314154194167,0.2563875397018834
Glazing - other,Glazing,3.493599735751729,6.1907724103879485,6.163422980951014,3.7113477905137673,3.893253727322319,2.8799765995101674,1.4378341030930664,4.64998043033096,1.1651918518746671,0.2500839305878937,1.5385400770293,2.0354911415302688,2.4543080819403267,2.4102788396784445,2.1393700339881887,0.9570388819233095,0.7047536540055841,1.381022917471474,0.6690673611977901,0.1668367770801601,1.373464602089511,1.6419208264571077,3.899790077383333,3.621126361717468,1.4786107882898651,1.428346677814301,0.5573474976881841,1.9817319305526413,0.3391421176835504,0.0543919635926415,0.7921112240699026,1.0287232130773774,1.4346610022986943,2.415271360416212,0.9857745808267476,0.9867857167964564,0.4591942609266561,1.2166999889333072,0.1614309750303312,0.0577846808865354
Glue laminated timber GLT,Wood and composites,1.7164837262574135,2.6530646530330744,,,1.5769759120899802,3.126405343361254,3.28527474120978,1.1472833697802336,0.0693495314004252,,4.935379240239748,6.878781582328459,,,4.814047556180771,8.198837264915051,9.361530485100776,3.402013569438467,0.2101189412176812,,0.2075891617616964,0.4148376795010105,,,0.6832991845252503,3.041153426829668,0.2681998894961173,0.1227239377700529,0.1009770004507159,,0.6217527711493923,1.010957646610306,,,0.91576816224809,7.344535026122247,0.7959773434038846,0.5737469812433189,0.2856067356503036,
Gypsum board,Gypsum,6.323002327620215,7.1857133384124285,9.390438738447212,2.6420739291005937,4.398963311371107,4.29030679121146,4.960548773795348,6.880824721627308,12.519154919603016,0.120060482748813,28.23953944076398,32.23130314233085,42.64998678619478,10.76696518429122,19.12102330363759,19.7308121511405,22.232600158097707,29.34280922791403,55.46363616135857,0.6871787208538109,6.339473551971537,7.551167577695864,11.687153863700876,1.523727228956852,3.624604357006815,3.449089971158011,5.209905602021035,7.210585554184576,14.00137087189457,0.1839922843968567,24.57180503004388,35.67945323850687,47.90875592996689,5.024700872154732,15.232536388070438,13.13424070025455,20.68618852424048,28.41162767078107,59.93424013152011,0.6900919039222776
HDPE,Roofing and waterproofing,0.2404810371869763,0.4834311255112184,,0.0010548052900711,0.2704755633594241,,0.3007783716482192,,,,0.0865118663022511,0.1458735257717281,,0.0007392245521035,0.1411106939067954,,0.1869341134576308,,,,0.2461042623136647,0.3890481031769501,,0.0006133020907329,0.2693636283498439,,0.2846054297730842,,,,0.0812503870192836,0.0997418637302531,,0.0004236017633745,0.1246701045369147,,0.1146935949535169,,,
Hardwood,Wood and composites,0.277246607777326,0.1747689052321937,0.0903089615503354,0.0600284040524574,0.3583230793976544,0.4515440585218302,0.916598477166058,,0.2052092890062544,,0.8383238128382927,0.2361164259630004,0.1221258495102213,0.1083131980688881,1.5963529953316222,0.4949995374345797,1.3684928641015963,,1.8000272429018451,,0.0158274478404688,0.0117707515997043,0.0708898526969844,0.0149369651268383,0.0413226957155484,0.1558245233286198,0.0802307704630442,,0.0617115755465429,,0.0192817619921418,0.0127408959482446,0.0484379349143331,0.0355892042847935,0.0341095561782279,0.3478877409378301,0.0813010578095328,,0.1340835247490991,
Heavy timber framing,Wood and composites,0.1014292215829968,0.3563879552703587,,,0.0079214472807816,,0.1950744419432497,0.0698517560940356,0.1142616534972996,,0.5780911330406673,1.9487413990402451,,,0.0452706312030406,,1.0703166144220888,0.3965039587745614,0.6769428595893874,,0.0340846099403973,0.0566812182347556,,,0.0005150882156006,,0.0586878098291056,0.0074719836387547,0.2559901730696663,,0.163784384426621,0.2697206823820365,,,0.0013479586220291,,0.2142946811312185,0.0668700887737727,1.4138052251367443,
Hollow structural sections HSS,Steel,15.46546833032214,13.509380053818928,13.64316801043931,34.68541220922289,16.075359052674532,18.572775702905307,27.644304861326088,27.290087489699506,5.2823502894549845,7.196687772382114,7.262467412668034,5.618768129737533,11.76350609288428,14.408579628361034,7.763217899908091,8.048056085780068,13.627856732934308,13.013690062424256,2.222554883410292,3.111064325833342,9.4572657065176,12.369566907624092,8.96847624559995,15.405035777305764,6.732545224597075,15.936634029005669,14.652559534272154,19.61953570529615,2.0225686293027256,7.050117953153529,4.200970689896843,5.25083406232179,4.578933370966206,5.875669913329097,2.735401972316403,5.864364594596445,7.706246077053573,11.005405885309376,0.7070793771594196,2.5822960550192877
Hot-rolled sections,Steel,25.726946129621982,25.13136827928596,42.345000536367166,70.22272154239005,18.014351137770884,43.61067298114938,35.67653788597674,53.67772801047977,4.939248506773833,12.212936277924369,23.284305307474195,22.298086396441807,46.85927040713735,56.24101645852456,18.070836086995463,34.19003204789707,32.67000145546788,50.33307818859795,4.274951397046413,11.808902240404151,19.88316888997474,23.16116788642903,42.9036333746442,78.84474530308114,11.49772248896759,45.59705077759266,34.004743416764775,39.54982353666459,0.8160590899897919,13.121203189482491,16.67439975259431,20.13099885112993,50.40648817811871,58.20886918267564,10.709156024002432,36.41944648548312,28.568470502235723,43.68421619649587,0.5191395278974233,9.51606408889616
Insulated glass unit IGU,Glazing,4.520264236709981,5.421240616006364,3.8019276527506656,7.627376758186791,4.811438874512701,4.093171323343526,4.258672537354767,3.959525297506362,3.0674378339453763,0.8452087945404761,3.2271326741079216,4.008839422451726,2.585344025231884,5.085992752906983,3.3972281138721305,2.985223134828655,3.163380604018529,3.091504041913403,2.279510397633968,0.3912229217781797,4.909340156664501,6.718627837630081,4.544692621644199,6.4476628308087065,5.300204166382445,5.960631862374274,3.074866601387112,5.164458258942315,3.336597765884837,0.2940096237089458,3.537102802847452,4.741325605834873,3.18473464987522,4.575108511575421,4.077500419173252,3.294075167505342,2.3179478630467343,3.864852111033309,2.252381753993008,0.1858528852510307
Insulated metal panel IMP,Cladding,2.382819144840111,0.0730081997607672,5.330617347671774,2.136554311404647,2.377738261411956,1.244360381520855,4.175496909820182,6.203745487210812,1.037486899224844,9.556803969172693,0.532789448186006,0.0094083408173492,0.6707700004984427,0.4973789862074609,0.7994274601031338,0.205530823163389,1.2805350858878328,2.2816117135991965,0.313067830390518,2.300151152904782,1.2560623195011325,0.0927751374768107,2.500838157712883,2.5698003027045,1.9570976227151504,0.4934866874952059,4.545689135723172,3.3795731472856354,0.3203074483810986,6.540821733521095,0.176291089163236,0.0031011821452522,0.5494499153605662,0.3503291348750993,0.925936584215412,0.0869908284592616,1.8513363816350168,1.580259309114908,0.0817478633483097,0.7789182357011394
Insulation - other,Insulation,1.0852969569394348,0.1129107014806555,1.4984971940374956,1.8925828764442751,0.3286095229460226,0.3779831175946796,0.0401412558538818,3.738948729708577,0.0142283366982527,,0.2056910897836708,0.0217890685996207,0.2544108719692827,0.3453297677134814,0.1411781867383147,0.0593006064395491,0.0058353360787827,0.9179617897076696,0.0079331736849979,,0.1278943605763352,0.1194276232560878,1.4578626562668286,0.0158233861441011,0.4125674143752679,0.3933094586485073,0.0393609040722501,2.2156727902464333,0.0153714133048562,,0.0166819430665006,0.0284694550932189,0.2519196295923864,0.0022195174217125,0.1669187484859436,0.0315212407433601,0.005812063393877,0.8474057273589592,0.0073193152396896,
Intumescent,Applied fireproofing,0.7735414421333977,0.5931150253957388,1.3666927737786958,1.1561318150637756,1.1672116675259874,0.9641025932026333,1.5309062965325693,1.013004672606828,0.0309454937741391,,0.2804735811451802,0.2365228978489817,0.5499057132396883,0.462484738999824,0.4569835779910229,0.3810682186571672,0.6234682856890755,0.41775769629337,0.0050939112004133,,0.1040972200245893,0.1438859593400214,0.4604140376775945,1.394933846958529,0.1201593414845326,0.630855985600692,0.8670066874362415,1.013004672606828,0.0017197813958906,,0.029328551463969,0.0569863430771513,0.183850421428136,0.5499071841911013,0.0344184448735998,0.2449118360257623,0.3547216448491328,0.41775769629337,0.000375261212273,
Laminated strand lumber LSL,Wood and composites,0.2227817812610149,0.1093463107945954,,,0.0006578978893619,,0.3545051312859861,,0.4197296758992995,,0.6049424042300563,0.2898029903875092,,,0.0018223762241076,,0.9427617491497118,,1.1773723837992494,,0.0181513590001529,0.0173908293298299,,,0.0002401839001696,,0.0931517110962712,,0.1074257930072301,,0.0422757036402972,0.0401109456401811,,,0.0003046536415208,,0.1648624920098562,,0.2875692141721907,
Laminated veneer lumber LVL,Wood and composites,0.6887006494582398,0.4568000213824275,0.0084705597192071,,1.036126543586588,0.0340138450921079,0.9951882916684496,2.512804667761168,0.2393229737128437,,1.609563733826736,1.4679976613460806,0.0235456930133898,,3.040721817015512,0.0899431747045453,1.5865208252623275,5.470638265490516,0.4516974119722368,,0.0238681978070341,0.0726511132565537,0.0116766135436542,,0.3463077685106396,0.0417070959014304,0.0086756433995309,0.2687926032900587,0.250499920388787,,0.0558140074429533,0.2031820800587002,0.0225150604490345,,0.4653814385692452,0.1039349463647573,0.0162673592947304,0.9226189508754516,0.6390830401208931,
Loose-fill cellulose,Insulation,0.6005484433387122,0.0303934969697363,1.7149417247369896,0.1614803181581446,0.0049287873049414,,,1.0602448080807954,0.2815823684865141,,0.486592998414468,0.0191137136485348,1.2114931329988188,0.2791580913921433,0.0207395480145313,,,0.8482855943794593,0.4170044591838522,,0.1397089106527247,0.0321477331903619,1.9153564892295163,0.126008970181796,0.0074188942971893,,,0.6282930690113446,0.1901400070738451,,0.4241936730702065,0.0249738537420126,1.057807808540121,0.4550588357460551,0.0325280731897354,,,0.7830849597151232,0.3411195664652024,
Masonry - other,Masonry,3.0149063476263613,6.899561567857036,,1.9211859600188612,,,,,,0.5469135461153876,18.37344225809412,41.94297984778264,,6.85749195428015,,,,,,1.966977310365748,1.4261365423155703,4.460990291193901,,2.748246405147715,,,,,,0.3791998637535764,5.612357504454572,24.662716663402183,,3.710211045431415,,,,,,1.3593458987405524
Medium density fiberboard MDF,Wood and composites,0.1470686251335501,0.2344901342388621,0.2589472199717813,0.0472981600179827,0.1886263400928479,,0.2094676554820261,,0.1403453360834126,,0.2260790014627481,0.3460482924330802,0.3766362869978025,0.0722243152790759,0.2909345464031268,,0.3101771544068902,,0.2244039172544757,,0.0189318554602085,0.0213480351690002,0.449133555290491,0.0143249244257257,0.0688632852769208,,0.028865513676769,,0.0982339607033538,,0.0241457015019889,0.0274166207970521,0.4551565305989076,0.0334983049636364,0.0486366469411787,,0.0284461647945404,,0.1464228598465915,
Mineral wool high density,Insulation,3.333961047669618,3.992009013824332,4.76024645890121,2.9487461925847285,3.0073945030873466,3.1173208363107947,4.847557723682757,2.4149940234946965,3.858180644512215,0.0314961175789634,2.024228548342504,2.626258565454463,2.447384655437385,1.7052697765884883,2.075909229600984,1.6686517204519786,2.7722889979795853,2.00616141035272,2.5744365091739816,0.0301947236565555,2.8492086269713024,3.0624156644429656,0.6591383002159962,4.186402603210911,2.1357796948109398,1.5410662035691691,5.156787527342196,1.5726478151852268,1.788638064662368,0.0269076357965463,1.872941011792616,2.4842865816103767,0.3286148962936026,2.0359628223430475,1.2732335444963707,1.2853873419602382,3.013159472114604,1.8615468911194848,1.0336028319166897,0.0281679821117778
Mineral wool low density,Insulation,1.0711934876801714,1.8290482889723427,0.5680681688068099,0.947217917269112,0.8397674908267414,1.908507489165324,1.0071973355411368,0.6018259195459145,0.7102197079744634,0.0445423637487847,0.7703770327270265,1.3776273704541468,0.3804333880838565,0.7628730724320787,0.6833335107072391,1.3387116553356693,0.6053850843675067,0.5626737489481164,0.7140865744456041,0.0389547387052589,0.7449371723087975,0.9218793766773432,0.7633671889918716,0.7517311043494881,0.4587927208242948,0.5491525314992172,0.7612419659002202,0.4494537964930363,0.6693470255851625,0.0380532520639971,0.545797672742441,0.8105226616480445,0.4566756822019963,0.5921068883935291,0.3025862972940222,0.2725754276765643,0.5199900078552029,0.6306721325060443,0.456199126594923,0.0363400041510392
Modified bitumen,Roofing and waterproofing,0.3900464178697932,0.3562102637263586,0.0569789629942693,0.6972858643822895,0.4576728190152925,0.3640833455614525,1.0139193809181188,1.196961191897242,0.2988737983992856,0.0021598353285418,0.3285706334191473,0.2763092235890941,0.0786438897256292,0.6956474634945813,0.5894446593262477,0.6039970440457313,1.1375417810973347,1.1927341706245522,0.3683994973955241,0.0011935972641572,0.2403118041160595,0.1812244820913953,0.0270719090309545,0.2461174366726341,0.4736317616357878,0.1317196739011425,0.8148484436238641,1.1280742772010983,0.3121666066141206,0.002312231895733,0.1557576331607272,0.131723154357431,0.0778181835032176,0.3481947890266013,0.5760914613244239,0.2651821439140968,0.5304280459287215,0.7494524227063207,0.3268458917855976,0.000831977241337
Mortar and grout,Masonry,1.922147075569285,1.3426083526604626,0.8974966029429657,1.416463371769262,2.16765707633643,2.768198488266932,2.516291852086647,27.733604553938115,0.8730502724067265,0.5272486696793356,9.578706038585244,4.882644682494305,5.025962752692089,8.350384727589857,12.321227817125123,7.722306213595301,15.17556292003375,146.00593834470763,4.258041352650781,1.094094613195027,0.339917367980186,0.158945087721087,0.385996308701746,0.5912430364042451,1.46900837406939,1.3142363112498747,0.464025552551389,33.964146032891435,0.3468779269056526,0.3655653167246232,2.3436241680410523,0.786568253696924,3.3367988006040163,0.8714493031751753,3.802697495395661,4.246426091645578,2.018956549397527,177.65779684063924,1.6751579094463496,0.7561109207732782
Open web joists,Steel,9.025718813705025,4.6634886563439215,1.949407263499123,0.6923838561811151,6.28408141607346,5.58372319358352,5.106536908438738,5.182065995623131,0.0170196144096921,14.791611747873022,6.907248350586482,3.991659983068339,1.4486889370489615,0.4945721907062007,4.747363360193463,4.097684105835644,3.724983835449782,3.825581532052918,0.0131916168618062,11.02640470140737,9.678576599307316,6.998844979432417,2.241399235330896,0.980688327828248,8.325764447533063,8.442571676725553,6.038972467517556,6.329722509200367,0.0272399475322983,15.965184295745017,7.438019605423559,5.2745713563848,1.853473487793702,0.6342859613043457,5.729474554146025,5.410978670799788,4.592938260703609,4.904118321587367,0.016906673608888,10.773272839326491
Oriented strand board OSB,Wood and composites,0.4945337989206037,0.4791422336183225,0.2761724026186209,0.1319834756476331,0.8678985223828084,0.0234311887625357,0.1650007756669652,0.9968025504616724,0.6702780010314767,1.230614137006116,1.2238278406923144,1.269881453836882,0.7420517908382417,0.3619472988946767,2.404191092145051,0.0584820331998815,0.4387987821630624,1.241899444100826,1.9687591280434569,4.338192815307987,0.0874649807798326,0.0683237484400917,0.1950867315919066,0.0399730838023748,0.3168504648335249,0.0287308545728146,0.0082891684237031,0.1066271310071559,0.9888717528305652,1.300299038808551,0.2037116673369383,0.1575847883753985,0.4385218703688749,0.1678745025451418,0.401917870440047,0.0675796357411038,0.0146704010794689,0.2094453894780364,3.290945586654809,4.527105490296028
Other,Other,0.6374910211838709,1.0792795320586404,0.2555482095302349,0.5463795725254476,0.4456807363649517,,0.1245899983847479,0.0073767294992082,0.6648836252444934,0.8864131443298968,0.6012215453594472,0.983650423429438,0.0937415876364836,0.3019979396331434,1.2149531300981733,,0.0202028812336083,0.0028184634906691,0.2534204109106219,0.2600160360824742,0.1241563891642393,0.194804539143172,0.0332544808290301,0.4390894047619048,0.0930569684337276,,0.0547663282737927,0.0073767294992082,0.5735914107531879,0.8864131443298968,0.0499631941910588,0.0715059803788624,0.0119579701251256,0.4224593263635913,0.03276653818089,,0.019283918406265,0.0028184634906691,0.2554611347656055,0.2600160360824742
PVC,Roofing and waterproofing,0.6068153511302188,0.6109353438677532,1.00459130757777,0.3841019211304615,0.3992031462805703,1.477723126076795,0.7854798256229181,0.5766641672886811,0.4910242046808282,1.414401592691849,0.119131427133673,0.1189652071882289,0.3211365941810618,0.1156831973420578,0.1189629757199937,0.4958453833129165,0.1966990160118721,0.1349117127721112,0.1382707536633826,0.2266216932034767,0.4072628615037093,0.5141327081505614,0.4905173026221641,0.1682043410545782,0.2700104908519241,1.2391493267341072,0.7610494212529298,0.5434762781831265,0.2480132999924544,1.514200843360422,0.0575897097282464,0.0850613466423364,0.2873116575405751,0.0499440904679819,0.0690634608769356,0.5174700142521872,0.1313628681920685,0.084771537932525,0.0602624726483005,0.1579629049097123
Paint,Coatings,0.9975002685228216,1.1174029109496806,1.414556346329655,0.7953792909502689,0.811004545841273,0.4959051168857406,0.9320403620843656,1.005434938216253,1.391103501802003,0.2519567820826039,0.4475657733284931,0.4913948046517752,0.5917386441146733,0.3543085816562685,0.3577418139436688,0.2314157731950786,0.383506339651427,0.4541932679001125,0.590150307854168,0.2810205367003426,1.1097799959657166,1.2215087619454996,1.8392351001448128,0.6751823653366228,0.7083151453016375,0.2314529005523095,0.7811397545242222,1.2236293514604517,1.6269501634524293,0.0695159901495346,0.4613049520398266,0.5182111660393981,0.6630981194934333,0.3550360931917573,0.3177139540388417,0.1650136967901654,0.3156073586803836,0.6079061584088373,0.6573805939339806,0.1997166945906687
Parallel strand lumber PSL,Wood and composites,0.1127808491464977,0.0481146163330475,,,0.2249478418736644,0.073721962681518,,,,,0.3300809439347791,0.1351014771471594,,,0.6601547028301236,0.1949437751324465,,,,,0.0123826072898094,0.0076523210965032,,,0.0821234584721775,0.0903963947408335,,,,,0.0305547082297629,0.0186990755289026,,,0.1103606003654793,0.225269686989492,,,,
Plate,Steel,7.14300475803212,3.435288944857005,11.267972220726673,1.9393906607735,3.92947894938836,20.474938145736647,5.01971455724647,2.197770417704228,12.47699769931428,1.0921333578097854,3.1572416237173058,1.463219106057538,4.858939461632373,0.7963251109222194,1.9189969478009412,9.35559748816912,2.078634033677289,0.9609482748194929,5.774112836488595,0.7825116642757318,2.280623367083404,2.583744581802668,2.625195732868574,1.3432829444575771,2.875242558290329,8.235630830284139,2.5501196929608043,0.9769340403802512,0.3132455845481254,1.1676867196108125,1.0967120543680566,1.145720317249054,1.565981675387635,0.4906962478993964,1.1109326689825756,4.595493359990419,1.145702604649016,0.4482958065820835,0.1151489613878268,0.7721378840374443
Polyisocyanurate PIR,Insulation,3.683987818254072,4.488304160181803,2.4250424884159694,1.6907876745912824,2.664092181927126,7.6591029584080035,6.963894292293062,3.1899421381288398,1.1292397144532182,5.945824367411771,1.1925823349743212,1.6495702423673635,0.7071160520125832,0.4667044873625381,0.9528482899166032,2.2669072995969617,2.3589646647013485,1.6463235472913458,0.3724581446950847,1.964201491097308,3.007406386037377,5.074656179299812,0.8154976201675423,1.7572878989708098,2.4768286051908426,9.762368135377388,6.912378811282019,1.9021317670090672,1.2217083703848874,5.079612628046703,1.0380721100788846,1.8800266752713728,0.3305260011233971,0.5507295251332172,0.9587418823556184,2.826313286864305,2.7162215723281347,1.5210354026688933,0.3502343591668159,1.832359623306043
Precast,Concrete,4.148097847006647,4.314958243385584,1.721458756011363,2.895746420823869,5.373555936394982,2.472695518332994,3.5324684387640746,7.201053256250222,0.943764669288768,19.1638579075321,19.858816227946043,22.20858730848415,10.997718651036358,19.02408541820147,24.600799588216848,8.290333379752015,17.582076924045115,28.37074667101702,6.081982070668382,91.01012605797698,0.5290216312068433,0.395432100353919,0.2343791986244427,0.8494051528483246,0.288139535367113,0.4938593573360891,2.3982730306009605,5.565019555106814,0.1801881375194592,18.62844953351123,3.258716393539504,2.3622942826422406,1.4700156246677305,5.282020994488142,1.9053784581118027,1.699669424768225,14.99621148311802,15.654461291040755,1.2863458288925107,88.86203345050261
Raised access floor system,Flooring and tile,1.708883587707324,,,0.7615260688457935,2.3035722930033296,,,,,,1.5382596626183094,,,0.8407763241819206,2.134291981112185,,,,,,1.41741475370711,,,0.5422055706252212,1.0396425179942397,,,,,,1.2546873531586524,,,0.8849189144074578,1.0496855563601912,,,,,
Ready mix LW 3000,Concrete,4.595087885725727,6.697262964802019,9.737234092056434,2.2408625308492547,7.479817870526132,0.4738693329005993,0.3604199672772861,2.772914877042878,3.728062963902487,,19.00812894147007,27.993802631100767,37.0461775050099,9.048985684645231,28.774818335667256,1.635085292711934,1.3664167380912065,10.79732829679183,13.770080687124926,,0.8329540391032144,0.6688717296319829,2.434481282538369,0.9560759753940796,1.714203291207039,0.588190157310724,0.1159782805772405,2.4580258025749013,0.0640941860177437,,3.3730322064644955,2.5007537653682266,8.387853633175855,4.164433265119122,5.346968707760143,1.6937112815151492,0.4917273024666521,8.178905779668984,0.2497636051077259,
Ready mix LW 4000,Concrete,10.578665162277463,18.15329867445783,3.624711694852474,2.4700028645466867,4.52269963299357,15.423614691484614,11.709131990961536,28.386241963497937,2.7711372548692825,42.86132530403592,39.007614154827706,60.99908016558145,13.37864407703333,10.254936579868057,20.49609424790705,45.9634558817812,45.10609726038175,116.37731504941962,11.41452390871015,166.89844234656297,2.9026751910652693,8.070412429286453,0.3324205940578851,0.9847456496996948,0.2125759772495682,7.512183384684234,6.112772843743816,25.162732459649696,0.7412552053066329,43.416601625937496,9.435474279928089,28.967086082545244,1.1729677307019486,3.236383529604788,0.7591811205847977,21.418763379901,24.78155490168393,88.15505729902394,3.5520111561279637,167.1255221205644
Ready mix LW 5000,Concrete,11.305216603381284,3.830763227130816,0.2018041847628451,,0.1323296653524916,,13.973590613452956,,20.69016144281445,,36.56263380760306,10.870550288043162,0.5856134702865842,,0.4225199950831393,,51.658953544771954,,62.4240248647782,,1.1858494220967142,2.4891822245306283,0.2405121164945291,,0.1149442468022538,,3.420280327319459,,5.823233266031656,,3.848209183356712,8.029746140618782,0.7137482796844669,,0.3752894868451307,,12.517354412927592,,26.18324486594526,
Ready mix NW 2500,Concrete,2.74562391710656,6.000442261276441,2.0956079311676032,0.3675084697484668,8.63213201898351,0.7816116752926957,1.7905918966916308,,0.2076087504847298,,17.97693604464671,72.72822377000782,18.102439340364963,2.692109322548468,38.19281890513727,4.1739690458766265,15.70121013395556,,1.7888168066084225,,0.3420117205915896,6.985061018701064,2.4975651494053586,0.5332944879005465,1.2110369435357085,0.122713053567235,0.1738207730914562,,0.1309486207836612,,2.9960375589286428,87.9361672175942,22.063332885691487,3.675862885140707,11.090729146422088,0.77948624422209,1.522691578087554,,1.2217240691444915,
Ready mix NW 3000,Concrete,6.628020870007578,7.279532993377793,9.302018148942189,6.217269272754568,14.386889750056277,0.3159605017058336,5.380125825063216,8.292820883020926,9.026106711829602,3.525715181839288,52.07141965581036,53.78176359911802,65.12049998519721,51.96194177807354,96.73498688627316,2.028686870764209,47.24391559581164,54.14655127064956,67.84810227055698,38.5371035646755,5.11551742465507,5.913706905475279,5.690330462651016,1.8410025696995544,17.644705138681303,0.3921858712923148,2.8269273519459284,7.35109753110615,1.6555088761251795,2.744462124038224,42.89772584871644,43.031080135716,44.53130650911287,13.593915230944576,117.89273582524586,2.1014254455044843,26.347362700670303,41.01565951905379,12.7155533468348,33.74215697788318
Ready mix NW 4000,Concrete,24.396731744856417,30.51541247853484,20.29529106010446,45.90601774671696,24.023396274555925,28.40085468368911,26.05216308765846,39.02525660027225,6.0097413065942415,37.73299576209377,174.6209940483508,191.2655989053017,143.61453624111854,331.72577523666115,164.51071608959214,179.62987311950144,180.374061324414,267.60371564042657,43.305232447631454,360.7652150764616,30.596307883547663,20.258709596811336,13.776986279105744,65.12629223237803,23.32099133929161,28.40171345032049,31.653740158033568,29.75316609704739,4.9207224893133565,34.33421194161657,214.68193627755076,118.02052331243644,95.62303058226514,473.6237782218657,139.8546747490736,160.3091569138061,248.5162972011645,248.41609391020364,31.16687434948187,292.1653129668506
