mat_type,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
TPO,48514.086840494994,46948.50304109776,47239.65524451246,55161.8040176333,56187.583540474276,59320.181450477394,58213.30815122479,57892.09768896899,59746.48450735237,61375.076163406804,62323.17123685469,62947.449045966336,62721.606973496695,61450.52102862524,60019.746462551004,58850.61409296052,58077.96620990851,57386.72916190102,56781.45342904373,56193.94882557435,56073.44020451035,55881.153913820584,55610.59844994931,55647.225900243495,55811.666012264934,56092.250446829305,56397.570282299406,56886.42158213656,57242.07500558626,57585.79703685642,57926.276065784914
Terracotta units,154546.2919226068,180246.3480358395,170754.0903158508,163968.44783539322,166391.38261748315,177798.69726696587,173086.05187946255,171190.1457664958,178342.55672024348,185473.61259963157,190746.19758588835,194394.91071184375,193624.78608548036,189232.34192149527,184621.2538153537,180154.5554452962,176583.71065718355,173883.39048088063,171469.74501489388,169300.45062123056,167972.28314342088,166766.1934837857,166269.46235255446,166600.65744094783,167421.94627726977,168728.40318537108,170350.67328519459,172592.73139024028,174572.6034542484,176651.54233469642,178601.55796532793
Terrazzo slabs and tiles,36931.58377135125,47732.59509550327,42838.86782894094,39270.637336690364,40944.60895922321,44405.73368425988,42930.01100742332,42262.258821345575,44321.611480618114,46526.1136354305,48278.56210812831,49451.3400319017,49195.58797460431,48008.8680773929,46817.852709044615,45556.28726361185,44400.75634830821,43505.96088061178,42667.32235530432,41941.83494690953,41428.04290377558,41107.75600474839,41014.02261934589,41149.34192720208,41451.53222206373,41878.03778562883,42392.569863389304,42947.6294009671,43513.33159198397,44065.37400143241,44577.59416699146
Vinyl framed window,32648.143271565175,29161.25995431877,28351.86257447601,34468.69763542924,34975.633221976015,36265.62072460474,35992.68189021018,36065.58121325201,36760.135108816576,37125.57809566056,37029.776536688994,36932.87291891115,36835.10427145388,36218.72940737525,35431.13165525566,34979.767385996594,34869.05867954029,34651.056286199695,34482.74478625719,34267.40913238864,34467.412777101075,34503.27868262425,34258.81374318311,34218.250025924215,34219.659151002474,34259.478521764584,34255.88573568982,34377.6191885803,34366.545013483825,34326.63648469877,34314.472541074094
Wall coverings,14210.599128493524,13636.170553473861,13438.286072692183,15381.506728008855,15788.686219263662,16641.926562589324,16352.360052404527,16275.285591463115,16753.97621270731,17157.53730542963,17364.10661629398,17488.804441161414,17417.6383920055,17070.495999937124,16673.499793231844,16364.952400439335,16168.134453016213,15974.022450175435,15801.603269914613,15631.661035463934,15614.105335510281,15578.291372128566,15488.491600499663,15490.02508736468,15527.013333550969,15591.253445096167,15653.687337755038,15754.150469694581,15818.85804369323,15871.400706079778,15926.8830698717
Windows and frames - other,16860.294171771646,17557.610354890043,18491.946909066486,20016.71222861257,20760.513763438565,22456.546734083586,21754.44092646936,21449.281431259576,22474.590965561867,23558.34649291501,24412.692511539113,24992.575372319938,24883.055430194116,24303.479256665425,23715.61556706577,23102.755441114175,22555.73683482536,22135.961373088914,21745.90821563089,21407.42824201234,21176.489002115322,21026.519387006345,20986.395213366417,21060.824200941817,21215.792774698602,21434.05843988628,21696.483302534274,21992.008061824432,22285.112062304295,22575.51833219641,22846.637869992323
Wood I joists,831582.4680366943,683010.6586930617,672745.2556484626,874759.2563369398,890974.362788367,918469.4809901792,915279.8655643079,919619.4243658097,932828.9500779288,935959.5048412462,926885.916894373,919487.9359502345,917185.3309160005,903168.9872165071,884113.1281503642,875329.1508212787,875881.7938737457,871914.7234296112,869099.1546114879,864595.8850458371,872272.1117788551,875010.5329757303,867911.3754843011,866280.519175719,865453.8700012423,865195.884025493,863131.8624713433,863878.5622804373,860957.5093567083,856853.0310271005,853794.6119728159
Wood and composites - other,378051.82178391144,423780.2503333566,396643.41798146965,411773.5378243276,418189.83462963277,443322.5067047187,433699.0240929987,430373.8666429505,445673.82763333013,459881.6423079538,469181.90341117844,475474.6260424393,473656.4316463529,463546.4320351925,452489.71311813756,442785.7061274102,435803.09380487003,430052.30423329666,424983.01900749,420218.1395717864,418364.561396035,416239.3482654874,414473.56362375076,414891.6923152433,416348.9364675025,418809.8787755497,421696.80804530246,426080.8737343265,429571.77750086255,433130.48767639586,436545.92286249436
Wood door frame,26028.359192521504,22471.863135909596,22029.183261786296,27956.696847316478,28155.035940866706,29019.770351663872,28888.380053738918,29003.18604887202,29468.967497145477,29627.292125819535,29410.341226244316,29241.20904551181,29175.656622530183,28710.66695909958,28093.287221238017,27779.725535777296,27768.754148688648,27650.491061402667,27574.62271346596,27446.65119151796,27661.81765039471,27705.466603375717,27495.656684091904,27446.144411345693,27418.838708360665,27418.75555979482,27377.115379845964,27457.659595660458,27413.57297262901,27351.543986600467,27315.670137920333
Wood framed window,1919.7202543779615,2307.7927460784827,2163.461112658989,2073.7797486492277,2156.4029977857344,2334.858124273997,2257.552684120427,2222.3165474541806,2328.333005919141,2441.236158337711,2530.270365514909,2589.5637619911745,2575.2980160190455,2512.373744007781,2449.064219461057,2382.5669631541605,2322.1747078467542,2275.2888323218453,2231.444747592689,2193.3305213219487,2166.30057085667,2148.7056454911044,2142.739480399821,2148.6320948287203,2163.0311590778997,2183.8823242678736,2209.261020036617,2237.2115877700144,2265.367297343208,2292.9491699413225,2318.4669129279587
Wood or composite door,673391.5847163374,558666.989544639,548046.7640176413,713272.3392501713,724318.924359341,746071.1466900599,743676.6529567046,747327.1346830272,757990.2802340883,760363.5817359436,752849.7453522711,746845.6044875789,745083.7241246034,733723.9806381635,718245.8025093902,711138.404131692,711754.3428683862,708784.3684701738,706785.5474775877,703370.2814183619,709699.2793106264,711807.0403808878,706082.3485828834,704735.7193093023,703990.0735690051,703737.864776372,702066.4668755446,702907.5135305108,700665.9727091772,697569.6722958509,695305.9899157751
Zinc sheet,4243.98250257391,4381.458483002141,4593.904501580904,6335.508433007744,6584.27051710222,7118.355617266306,6860.944886129103,6733.617984007629,7039.677186826446,7366.593876311761,7620.020474414856,7780.711494378782,7716.488694053587,7506.958361375571,7297.873063905362,7079.091573979257,6878.085663452503,6718.4388049879035,6568.3332556747855,6436.367939426609,6337.502475198803,6268.50125336438,6234.212984055327,6234.714537065196,6260.261545576666,6304.244667897427,6361.034082608474,6423.5170499209435,6486.996608807905,6547.9566076167985,6602.514503339966
